model,term,coef,std_err,p_value,nobs
robustness,Intercept,26.01425878875771,0.6058592153384441,0.0,2500
robustness,C(wave)[T.2],0.2524933268238362,0.32622921679116856,0.4389454507732009,2500
robustness,C(wave)[T.3],-0.10039808615112486,0.3258201716138243,0.7579761359576133,2500
robustness,C(wave)[T.4],0.059201623492385634,0.3316766376176436,0.8583366102804943,2500
robustness,C(wave)[T.5],-0.17055073261489623,0.32645422282851,0.6013683010102948,2500
robustness,frailty,-9.525267766788819,1.4187245857929565,1.8940525252329517e-11,2500
robustness,age,-0.019917443933557537,0.017135948384101582,0.24510578026834906,2500
robustness,female,-0.3050892114660688,0.20950908122970402,0.14533458613301514,2500
robustness,education,2.7653744595647445,0.12778856047530757,7.51197018195895e-104,2500
